Unique Key,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Community Board,Borough,Park Borough
26984829,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10312,,,ARTHUR KILL RD,ARDEN AVE,ARTHUR KILL ROAD,ARDEN AVENUE,INTERSECTION,STATEN ISLAND,N/A,Closed,03 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26983476,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11219,1047 54 STREET,54 STREET,FT HAMILTON PARKWAY,11 AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
26985538,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027,3155 BROADWAY,BROADWAY,LA SALLE STREET,TIEMANN PLACE,,,ADDRESS,NEW YORK,Precinct,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26986509,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,11230,1571 EAST 12 STREET,EAST 12 STREET,AVENUE O,AVENUE P,,,ADDRESS,BROOKLYN,N/A,Closed,14 BROOKLYN,BROOKLYN,BROOKLYN
26985549,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11436,114-27 139 STREET,139 STREET,LINDEN BOULEVARD,115 AVENUE,,,ADDRESS,Jamaica,N/A,Closed,12 QUEENS,QUEENS,QUEENS
26984085,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,91-03 91 AVENUE,91 AVENUE,91 STREET,92 STREET,,,ADDRESS,WOODHAVEN,Precinct,Closed,09 QUEENS,QUEENS,QUEENS
26985522,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11209,159 70 STREET,70 STREET,RIDGECREST TERRACE,PERRY TERRACE,,,ADDRESS,BROOKLYN,Precinct,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26990341,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11207,261 ELDERT STREET,ELDERT STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,N/A,Open,04 BROOKLYN,BROOKLYN,BROOKLYN
26984402,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11218,476 MCDONALD AVENUE,MCDONALD AVENUE,CHURCH AVENUE,AVENUE C,,,ADDRESS,BROOKLYN,N/A,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
27001171,DEP,Department of Environmental Protection,IGR,,,11218,476 MCDONALD AVE,MCDONALD AVE,CHURCH AVE,AVENUE C,,,ADDRESS,BROOKLYN,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26983482,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11357,14-27 139 STREET,139 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,Whitestone,N/A,Closed,07 QUEENS,QUEENS,QUEENS
26985738,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,Street,11363,,,,,CHURCH STREET,HAMILTON PLACE,INTERSECTION,LITTLE NECK,N/A,Assigned,11 QUEENS,QUEENS,QUEENS
26983979,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10014,48 HORATIO STREET,HORATIO STREET,WEST 4 STREET,HUDSON STREET,,,ADDRESS,NEW YORK,N/A,Closed,02 MANHATTAN,MANHATTAN,MANHATTAN
26985727,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,Street,11367,,,,,PARSONS BOULEVARD,AGUILAR AVENUE,INTERSECTION,FLUSHING,N/A,Assigned,08 QUEENS,QUEENS,QUEENS
26986361,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10018,320 WEST 37 STREET,WEST 37 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,Precinct,Closed,04 MANHATTAN,MANHATTAN,MANHATTAN
26986304,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11375,116-03 QUEENS BOULEVARD,QUEENS BOULEVARD,77 AVENUE,78 AVENUE,,,ADDRESS,Forest Hills,N/A,Closed,06 QUEENS,QUEENS,QUEENS
26985941,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10312,,,ARDEN AVE,NEDRA LA,ARDEN AVENUE,NEDRA LANE,INTERSECTION,STATEN ISLAND,N/A,Closed,03 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26986046,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1905 HARRISON AVENUE,HARRISON AVENUE,KINGSLAND PLACE,WEST BURNSIDE AVENUE,,,ADDRESS,BRONX,Precinct,Closed,05 BRONX,BRONX,BRONX
26983719,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,N/A,Closed,0 Unspecified,Unspecified,Unspecified
26983660,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11213,1559 STERLING PLACE,STERLING PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,08 BROOKLYN,BROOKLYN,BROOKLYN
26984368,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10312,,,RICHMOND AVE,BARLOW AVE,RICHMOND AVENUE,BARLOW AVENUE,INTERSECTION,STATEN ISLAND,N/A,Closed,03 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26993242,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,10458,2484 CAMBRELENG AVENUE,CAMBRELENG AVENUE,EAST 189 STREET,EAST FORDHAM ROAD,,,ADDRESS,BRONX,N/A,Open,06 BRONX,BRONX,BRONX
26983515,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,33 WEST 55 STREET,WEST 55 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,Precinct,Closed,05 MANHATTAN,MANHATTAN,MANHATTAN
26994035,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10128,334 EAST 92 STREET,EAST 92 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26986413,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10306, RICHMOND ROAD,RICHMOND ROAD,,,,,LATLONG,STATEN ISLAND,Precinct,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26985127,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10466,,,,,NEREID AVENUE,MUNDY LANE,INTERSECTION,BRONX,Precinct,Closed,12 BRONX,BRONX,BRONX
26984090,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11385,2111 BLEECKER STREET,BLEECKER STREET,GRANDVIEW AVENUE,BUTLER AVENUE,,,ADDRESS,RIDGEWOOD,Precinct,Closed,05 QUEENS,QUEENS,QUEENS
26986112,DCA,Department of Consumer Affairs,Consumer Complaint,Damaged/Defective Goods,,10462,773 LYDIG AVENUE,LYDIG AVENUE,HOLLAND AVENUE,WALLACE AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26985278,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1757 63 STREET,63 STREET,17 AVENUE,18 AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,11 BROOKLYN,BROOKLYN,BROOKLYN
26983654,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,97-29 102 STREET,102 STREET,97 AVENUE,101 AVENUE,,,ADDRESS,OZONE PARK,Precinct,Closed,09 QUEENS,QUEENS,QUEENS
26985907,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10466,2151 NEREID AVENUE,NEREID AVENUE,SETON AVENUE,MUNDY LANE,,,ADDRESS,BRONX,Precinct,Closed,12 BRONX,BRONX,BRONX
26985249,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11367,72-42 137 STREET,137 STREET,137 ST,73 TERRACE,137 STREET,73 TERRACE,INTERSECTION,Flushing,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26983608,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11215,,,8 AVE,UNION ST,8 AVENUE,UNION STREET,INTERSECTION,BROOKLYN,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26985132,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10002,227 MADISON STREET,MADISON STREET,JEFFERSON STREET,CLINTON STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26984784,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11219,1545 50 STREET,50 STREET,15 AVENUE,16 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
26986461,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11211,354 MANHATTAN AVENUE,MANHATTAN AVENUE,SKILLMAN AVENUE,JACKSON STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,01 BROOKLYN,BROOKLYN,BROOKLYN
26985258,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11370,31-22 77 STREET,77 STREET,77 ST,32 AVE,77 STREET,32 AVENUE,INTERSECTION,East Elmhurst,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26984940,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,N/A,Closed,0 Unspecified,Unspecified,Unspecified
26985136,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10017, EAST 46 STREET,EAST 46 STREET,2 AVENUE,1 AVENUE,,,BLOCKFACE,NEW YORK,Precinct,Closed,06 MANHATTAN,MANHATTAN,MANHATTAN
26984862,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10306,292 HULL AVENUE,HULL AVENUE,HULL AVE,HAVEN AVE,HULL AVE,HAVEN AVE,INTERSECTION,STATEN ISLAND,N/A,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26983653,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10463,3404 CORLEAR AVENUE,CORLEAR AVENUE,WEST 234 STREET,WEST 236 STREET,,,ADDRESS,BRONX,Precinct,Closed,08 BRONX,BRONX,BRONX
26983916,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,,,224 ST E,LACONIA AVE,224 ST E,LACONIA AVE,INTERSECTION,,N/A,Closed,Unspecified BRONX,BRONX,BRONX
26986448,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11412,104-24 205 PLACE,205 PLACE,104 AVENUE,109 AVENUE,,,ADDRESS,SAINT ALBANS,Precinct,Closed,12 QUEENS,QUEENS,QUEENS
26986045,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10452,1424 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,JESUP PLACE,WEST 172 STREET,,,ADDRESS,BRONX,Precinct,Closed,04 BRONX,BRONX,BRONX
26983607,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,65 PARK TERRACE WEST,PARK TERRACE WEST,WEST 215 STREET,WEST 217 STREET,,,ADDRESS,NEW YORK,Precinct,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26987462,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11236,1222 RALPH AVENUE,RALPH AVENUE,BEVERLY ROAD,COVENTRY ROAD,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985291,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,42-49 SAULL STREET,SAULL STREET,FRANKLIN AVENUE,AVERY AVENUE,,,ADDRESS,FLUSHING,Precinct,Closed,07 QUEENS,QUEENS,QUEENS
26994167,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10306,267 LOCUST AVENUE,LOCUST AVENUE,EDISON STREET,CLAWSON STREET,,,ADDRESS,STATEN ISLAND,N/A,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984528,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,N/A,Closed,0 Unspecified,Unspecified,Unspecified
26991047,DOT,Department of Transportation,Street Condition,Pothole,,11367,,,,,152 STREET,UNION TURNPIKE,INTERSECTION,Flushing,N/A,Closed,08 QUEENS,QUEENS,QUEENS
26985910,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-50 65 STREET,65 STREET,78 AVENUE,80 AVENUE,,,ADDRESS,RIDGEWOOD,Precinct,Closed,05 QUEENS,QUEENS,QUEENS
26984974,DOT,Department of Transportation,Street Light Condition,Street Light Out,,, BICENTENNIAL VET MEMORIAL P,BICENTENNIAL VET MEMORIAL P,ELLSWORTH AVE,SCHLEY AVE,,,BLOCKFACE,,N/A,Closed,Unspecified BRONX,BRONX,BRONX
26985669,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,299 HENDRIX STREET,HENDRIX STREET,LIBERTY AVENUE,GLENMORE AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26985721,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,N/A,Closed,0 Unspecified,Unspecified,Unspecified
26984516,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11220, 9 AVENUE,9 AVENUE,57 STREET,58 STREET,,,BLOCKFACE,BROOKLYN,Precinct,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
26983513,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11693,20 WEST 11 ROAD,WEST 11 ROAD,CROSS BAY BOULEVARD,BODY OF WATER,,,ADDRESS,Far Rockaway,N/A,Closed,14 QUEENS,QUEENS,QUEENS
27027176,DOT,Department of Transportation,Street Condition,Pothole,,10025,,,,,COLUMBUS AVENUE,WEST 109 STREET,INTERSECTION,NEW YORK,N/A,Closed,07 MANHATTAN,MANHATTAN,MANHATTAN
27027177,DOT,Department of Transportation,Street Condition,Pothole,,10001, WEST   31 STREET,WEST   31 STREET,7 AVENUE,8 AVENUE,,,BLOCKFACE,NEW YORK,N/A,Closed,05 MANHATTAN,MANHATTAN,MANHATTAN
27028329,DOT,Department of Transportation,Street Condition,Pothole,,10036, 8 AVENUE,8 AVENUE,WEST   41 STREET,WEST   42 STREET,,,BLOCKFACE,NEW YORK,N/A,Closed,04 MANHATTAN,MANHATTAN,MANHATTAN
27026563,DOT,Department of Transportation,Street Condition,Pothole,,10036, WEST   45 STREET,WEST   45 STREET,7 AVENUE,8 AVENUE,,,BLOCKFACE,NEW YORK,N/A,Closed,05 MANHATTAN,MANHATTAN,MANHATTAN
26991383,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11207,299 HENDRIX STREET,HENDRIX STREET,LIBERTY AVENUE,GLENMORE AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
27025473,DOT,Department of Transportation,Street Condition,Pothole,,10036, WEST   47 STREET,WEST   47 STREET,6 AVENUE,7 AVENUE,,,BLOCKFACE,NEW YORK,N/A,Closed,05 MANHATTAN,MANHATTAN,MANHATTAN
26984757,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11229,1907 KINGS HWY,KINGS HWY,,,,,LATLONG,BROOKLYN,Precinct,Closed,01 BROOKLYN,BROOKLYN,BROOKLYN
26985128,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11434,134-35 166 PLACE,166 PLACE,BEND,DEAD END,,,ADDRESS,Jamaica,N/A,Closed,12 QUEENS,QUEENS,QUEENS
26983921,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,59-75 60 PLACE,60 PLACE,59 DRIVE,60 AVENUE,,,ADDRESS,MASPETH,Precinct,Closed,05 QUEENS,QUEENS,QUEENS
26984887,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10470,816 PENFIELD STREET,PENFIELD STREET,BARNES AVENUE,WILDER AVENUE,,,ADDRESS,BRONX,Precinct,Closed,12 BRONX,BRONX,BRONX
26986309,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,Street,11201,342 ATLANTIC AVENUE,ATLANTIC AVENUE,SMITH STREET,HOYT STREET,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,02 BROOKLYN,BROOKLYN,BROOKLYN
26983468,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,,,CO OP CITY BLVD,DREISER LOOP,CO OP CITY BLVD,DREISER LOOP,INTERSECTION,,N/A,Closed,Unspecified BRONX,BRONX,BRONX
26986487,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10010,,,,,WEST   20 STREET,6 AVENUE,INTERSECTION,NEW YORK,N/A,Closed,04 MANHATTAN,MANHATTAN,MANHATTAN
26984103,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,11219,,,50 ST,13 AVE,50 STREET,13 AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26985915,DEP,Department of Environmental Protection,Sewer,Sewer monitoring device alert *FOR DEP INTERNAL USE ONLY* (SBUART),,10314,80 MULBERRY AVENUE,MULBERRY AVENUE,BOWLING GREEN PLACE,SLEEPY HOLLOW ROAD,,,ADDRESS,STATEN ISLAND,N/A,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984510,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1128 EAST 73 STREET,EAST 73 STREET,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,Precinct,Closed,18 BROOKLYN,BROOKLYN,BROOKLYN
26984056,DSNY,A - Staten Island,Dirty Conditions,E11 Litter Surveillance,Sidewalk,10302,54 GALLOWAY AVENUE,GALLOWAY AVENUE,DEAD END,CRYSTAL AVENUE,,,ADDRESS,STATEN ISLAND,N/A,Closed,01 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984361,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10038,26 MADISON STREET,MADISON STREET,ST JAMES PLACE,JAMES STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26984077,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,150-02 117 STREET,117 STREET,150 AVENUE,NORTH CONDUIT AVENUE,,,ADDRESS,SOUTH OZONE PARK,Precinct,Closed,10 QUEENS,QUEENS,QUEENS
26983945,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11228,1112 79 STREET,79 STREET,11 AVENUE,12 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26984513,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11235,1132 BLAKE COURT,BLAKE COURT,EAST 11 STREET,EAST 12 STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26986476,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,,,,3 AVE,82 ST E,3 AVE,82 ST E,INTERSECTION,,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26984972,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11379,,,METROPOLITAN AVE,73 PL,METROPOLITAN AVENUE,73 PLACE,INTERSECTION,Middle Village,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26983699,DOT,Department of Transportation,DOT Literature Request,2014 Alternate Side Parking Calendar - English,,,,,,,,,,,N/A,Closed,0 Unspecified,Unspecified,Unspecified
26984052,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11385,1911 PALMETTO STREET,PALMETTO STREET,PALMETTO ST,WOODWARD AVE,PALMETTO STREET,WOODWARD AVENUE,INTERSECTION,Ridgewood,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26984883,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,264 AVENUE P,AVENUE P,WEST 5 STREET,WEST 4 STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,11 BROOKLYN,BROOKLYN,BROOKLYN
26984514,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11220,720 50 STREET,50 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,07 BROOKLYN,BROOKLYN,BROOKLYN
26984754,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11365,53-11 199 STREET,199 STREET,53 AVENUE,56 AVENUE,,,ADDRESS,FRESH MEADOWS,Precinct,Closed,11 QUEENS,QUEENS,QUEENS
26986015,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11218,,,,,CONEY ISLAND AVENUE,CHURCH AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
26988302,DOT,Department of Transportation,Street Condition,Pothole,,10022,,,,,2 AVENUE,EAST 59 STREET,INTERSECTION,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26983646,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11226,,,NOSTRAND AVE,AVE D,NOSTRAND AVENUE,AVENUE D,INTERSECTION,BROOKLYN,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26985119,DCA,Department of Consumer Affairs,Consumer Complaint,Non-Delivery Goods/Services,,11220,4424 5 AVENUE,5 AVENUE,44 STREET,45 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,07 BROOKLYN,BROOKLYN,BROOKLYN
26984075,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,624 UNDERHILL AVENUE,UNDERHILL AVENUE,RANDALL AVENUE,SEWARD AVENUE,,,ADDRESS,BRONX,Precinct,Closed,09 BRONX,BRONX,BRONX
26986340,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10473,1115 HARDING PARK,HARDING PARK,BRONX RIVER AVENUE,A STREET,,,ADDRESS,BRONX,N/A,Closed,09 BRONX,BRONX,BRONX
26984348,DSNY,Manhattan 01,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10038,83 JOHN STREET,JOHN STREET,WILLIAM STREET,GOLD STREET,,,ADDRESS,NEW YORK,DSNY Garage,Closed,01 MANHATTAN,MANHATTAN,MANHATTAN
26995058,DOT,Department of Transportation,Street Condition,Pothole,,,28-10 QUEENS PLAZA NORTH,QUEENS PLAZA NORTH,28 STREET,JACKSON AVENUE,,,ADDRESS,,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26984813,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11367,141-01 72 CRESCENT,72 CRESCENT,72 ROAD,BEND,,,ADDRESS,Flushing,N/A,Closed,08 QUEENS,QUEENS,QUEENS
26984753,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,,,,,CO OP CITY BLVD,BELLAMY LOOP,CO OP CITY BLVD,BELLAMY LOOP,INTERSECTION,,N/A,Closed,Unspecified BRONX,BRONX,BRONX
26985287,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,226 55 STREET,55 STREET,2 AVENUE,GOWANUS EXPRESSWAY EXIT 22 WB,,,ADDRESS,BROOKLYN,Precinct,Closed,07 BROOKLYN,BROOKLYN,BROOKLYN
26985661,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Pool,11365,69-39 165TH STREET,165TH STREET,,,,,LATLONG,FRESH MEADOWS,N/A,Closed,08 QUEENS,QUEENS,QUEENS
26984496,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Pool,11365,69-39 165TH STREET,165TH STREET,,,,,LATLONG,FRESH MEADOWS,N/A,Closed,08 QUEENS,QUEENS,QUEENS
26984858,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Pool,11365,69-39 165TH STREET,165TH STREET,,,,,LATLONG,FRESH MEADOWS,N/A,Closed,08 QUEENS,QUEENS,QUEENS
26983713,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,N/A,Closed,0 Unspecified,Unspecified,Unspecified
26984532,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,11103,,,,,STEINWAY STREET,ASTORIA BOULEVARD,INTERSECTION,ASTORIA,N/A,Closed,01 QUEENS,QUEENS,QUEENS
26985279,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,34-07 75 STREET,75 STREET,34 AVENUE,35 AVENUE,,,ADDRESS,JACKSON HEIGHTS,Precinct,Closed,03 QUEENS,QUEENS,QUEENS
26986047,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,3620 WILLET AVENUE,WILLET AVENUE,EAST 213 STREET,EAST 216 STREET,,,ADDRESS,BRONX,Precinct,Closed,12 BRONX,BRONX,BRONX
26986462,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466,2029 PITMAN AVENUE,PITMAN AVENUE,DE REIMER AVENUE,WILDER AVENUE,,,ADDRESS,BRONX,Precinct,Closed,12 BRONX,BRONX,BRONX
26984899,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11356,128-11 11 AVENUE,11 AVENUE,128 STREET,129 STREET,,,ADDRESS,COLLEGE POINT,Precinct,Closed,07 QUEENS,QUEENS,QUEENS
26983603,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457,623 EAST 179 STREET,EAST 179 STREET,ARTHUR AVENUE,HUGHES AVENUE,,,ADDRESS,BRONX,Precinct,Closed,06 BRONX,BRONX,BRONX
26984339,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11207,158 HIGHLAND BOULEVARD,HIGHLAND BOULEVARD,BEND,MILLER AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26983920,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11208,,,,,LIBERTY AVENUE,ATKINS AVENUE,INTERSECTION,BROOKLYN,Precinct,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26983497,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11207,166 HIGHLAND BOULEVARD,HIGHLAND BOULEVARD,BEND,MILLER AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26985911,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,99-02 42 AVENUE,42 AVENUE,99 STREET,BEND,,,ADDRESS,CORONA,Precinct,Closed,04 QUEENS,QUEENS,QUEENS
